rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
1,1500.6,-16,25.7,651,1352,1,1.85,-0.19,21785,1,1.85,-0.19,21785
1,1498.0,-8,25.4,643,1353,1,1.85,-0.19,21785,1,1.85,-0.19,21785
1,1498.0,-8,25.4,643,1353,1,1.85,-0.19,21785,1,1.85,-0.19,21785
1,1494.5,0,25.4,641,1350,1,1.85,-0.19,21785,1,1.85,-0.19,21785
1,1494.5,0,25.4,641,1350,1,1.85,-0.19,21785,1,1.85,-0.19,21785
1,1525.3,0,24.3,628,1390,1,2.16,-0.08,6656,1,2.16,-0.08,6656
1,1527.0,-8,24.0,621,1395,1,2.16,-0.08,6656,1,2.16,-0.08,6656
1,1527.0,-8,24.0,621,1395,1,1.99,-0.09,17130,1,1.99,-0.09,17130
1,1526.8,0,23.8,616,1397,1,1.99,-0.09,17130,1,1.99,-0.09,17130
1,1526.8,0,23.8,616,1397,1,1.88,-0.09,53066,1,1.88,-0.09,53066
1,1526.1,0,23.6,612,1398,1,1.88,-0.09,53066,1,1.88,-0.09,53066
1,1524.9,0,23.5,609,1398,1,1.81,-0.08,7565,1,1.81,-0.08,7565
1,1524.9,0,23.5,609,1398,1,1.81,-0.08,7565,1,1.81,-0.08,7565
1,1526.4,0,23.4,606,1401,1,1.76,-0.08,3373,1,1.76,-0.08,3373
1,1526.4,0,23.4,606,1401,1,1.76,-0.08,3373,1,1.76,-0.08,3373
1,1528.1,0,23.2,601,1405,1,1.76,-0.06,2450,1,1.76,-0.06,2450
1,1528.1,0,23.2,601,1405,1,1.76,-0.06,2450,1,1.76,-0.06,2450
1,1531.5,0,22.8,593,1412,1,1.72,-0.06,2705,1,1.72,-0.06,2705
1,1531.5,0,22.8,593,1412,1,1.72,-0.06,2705,1,1.72,-0.06,2705
1,1537.3,0,22.3,584,1422,1,1.72,-0.04,3106,1,1.72,-0.04,3106
1,1542.8,0,21.8,574,1432,1,1.72,-0.04,3106,1,1.72,-0.04,3106
1,1542.8,0,21.8,574,1432,1,1.72,-0.03,6740,1,1.72,-0.03,6740
1,1565.3,0,20.7,554,1464,1,1.72,-0.03,6740,1,1.72,-0.03,6740
1,1565.3,0,20.7,554,1464,1,1.7,-0.03,10933,1,1.7,-0.03,10933
1,1575.4,8,19.9,537,1481,1,1.7,-0.03,10933,1,1.7,-0.03,10933
1,1575.4,8,19.9,537,1481,1,1.68,-0.03,14722,1,1.68,-0.03,14722
1,1573.1,0,19.8,533,1480,1,1.68,-0.03,14722,1,1.68,-0.03,14722
1,1567.9,0,19.7,529,1476,1,1.66,-0.03,27337,1,1.66,-0.03,27337
1,1567.9,0,19.7,529,1476,1,1.66,-0.03,27337,1,1.66,-0.03,27337
1,1560.3,8,19.7,526,1469,1,1.65,-0.04,28305,1,1.65,-0.04,28305
1,1560.3,8,19.7,526,1469,1,1.65,-0.04,28305,1,1.65,-0.04,28305
1,1553.1,8,19.7,524,1462,1,1.63,-0.04,13253,1,1.63,-0.04,13253
1,1553.1,8,19.7,524,1462,1,1.63,-0.04,13253,1,1.63,-0.04,13253
1,1581.5,-16,25.8,688,1424,1,1.75,-0.05,4957,1,1.75,-0.05,4957
1,1581.5,-16,25.8,688,1424,1,1.75,-0.05,4957,1,1.75,-0.05,4957
1,1581.9,-24,26.1,695,1421,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1581.9,-24,26.1,695,1421,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1580.9,-32,26.3,701,1417,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1580.9,-32,26.3,701,1417,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1578.7,-32,26.5,704,1413,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1576.0,-32,26.6,706,1409,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1576.0,-32,26.6,706,1409,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1572.0,-32,26.6,703,1406,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1572.0,-32,26.6,703,1406,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1567.9,-24,26.4,696,1405,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1567.9,-24,26.4,696,1405,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1565.3,-16,26.1,688,1406,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1565.3,-16,26.1,688,1406,1,1.74,-0.05,4957,1,1.74,-0.05,4957
1,1554.0,8,25.3,664,1405,1,1.68,-0.21,42912,1,1.68,-0.21,42912
1,1554.0,8,25.3,664,1405,1,1.68,-0.21,42912,1,1.68,-0.21,42912
1,1550.5,-24,25.2,660,1403,1,1.59,-0.22,65476,1,1.59,-0.22,65476
1,1550.5,-24,25.2,660,1403,1,1.59,-0.22,65476,1,1.59,-0.22,65476
1,1546.4,0,25.2,659,1399,1,1.56,-0.22,65476,1,1.56,-0.22,65476
1,1542.0,-39,25.1,655,1396,1,1.56,-0.22,65476,1,1.56,-0.22,65476
1,1542.0,-39,25.1,655,1396,1,1.52,-0.23,4538,1,1.52,-0.23,4538
1,1539.9,8,25.0,650,1396,1,1.52,-0.23,4538,1,1.52,-0.23,4538
1,1539.9,8,25.0,650,1396,1,1.5,-0.2,21689,1,1.5,-0.2,21689
1,1537.4,-8,24.8,644,1396,1,1.5,-0.2,21689,1,1.5,-0.2,21689
1,1537.4,-8,24.8,644,1396,1,1.92,-0.06,1028,1,1.92,-0.06,1028
1,1539.1,24,24.4,635,1402,1,1.92,-0.06,1028,1,1.92,-0.06,1028
1,1539.1,24,24.4,635,1402,1,1.92,-0.06,1028,1,1.92,-0.06,1028
1,1539.4,0,24.1,629,1405,1,1.92,-0.06,1028,1,1.92,-0.06,1028
1,1535.9,8,24.0,625,1403,1,1.84,-0.07,9577,1,1.84,-0.07,9577
1,1535.9,8,24.0,625,1403,1,1.84,-0.07,9577,1,1.84,-0.07,9577
1,1532.1,8,23.9,620,1401,1,1.78,-0.07,11090,1,1.78,-0.07,11090
1,1532.1,8,23.9,620,1401,1,1.78,-0.07,11090,1,1.78,-0.07,11090
1,1528.6,0,23.8,616,1399,1,1.74,-0.07,33093,1,1.74,-0.07,33093
1,1528.6,0,23.8,616,1399,1,1.74,-0.07,33093,1,1.74,-0.07,33093
1,1527.5,-8,23.6,611,1400,1,1.71,-0.07,33002,1,1.71,-0.07,33002
1,1525.5,0,23.4,606,1400,1,1.71,-0.07,33002,1,1.71,-0.07,33002
1,1525.5,0,23.4,606,1400,1,1.68,-0.06,31748,1,1.68,-0.06,31748
1,1523.8,0,23.4,604,1399,1,1.68,-0.06,31748,1,1.68,-0.06,31748
1,1523.8,0,23.4,604,1399,1,1.65,-0.06,6989,1,1.65,-0.06,6989
1,1522.5,0,23.3,603,1398,1,1.65,-0.06,6989,1,1.65,-0.06,6989
1,1522.5,0,23.3,603,1398,1,1.65,-0.05,5193,1,1.65,-0.05,5193
1,1522.6,0,23.2,601,1399,1,1.65,-0.05,5193,1,1.65,-0.05,5193
1,1522.6,0,23.2,601,1399,1,1.63,-0.05,27050,1,1.63,-0.05,27050
1,1521.2,0,23.3,602,1397,1,1.63,-0.05,27050,1,1.63,-0.05,27050
1,1519.0,0,23.3,601,1395,1,1.62,-0.02,4329,1,1.62,-0.02,4329
1,1519.0,0,23.3,601,1395,1,1.62,-0.02,4329,1,1.62,-0.02,4329
1,1518.2,0,23.2,599,1395,1,1.61,-0.02,9217,1,1.61,-0.02,9217
1,1518.2,0,23.2,599,1395,1,1.61,-0.02,9217,1,1.61,-0.02,9217
1,1519.0,8,23.0,594,1398,1,1.61,-0.02,9217,1,1.61,-0.02,9217
1,1519.0,8,23.0,594,1398,1,1.61,-0.02,9217,1,1.61,-0.02,9217
1,1520.9,-8,22.9,592,1401,1,1.6,-0.02,7298,1,1.6,-0.02,7298
1,1520.9,-8,22.9,592,1401,1,1.6,-0.02,7298,1,1.6,-0.02,7298
1,1520.2,0,22.8,590,1401,1,1.6,-0.02,6890,1,1.6,-0.02,6890
1,1517.6,-8,23.0,593,1397,1,1.6,-0.02,6890,1,1.6,-0.02,6890
1,1517.6,-8,23.0,593,1397,1,1.59,-0.02,6890,1,1.59,-0.02,6890
1,1513.1,-8,23.4,600,1389,1,1.59,-0.02,6890,1,1.59,-0.02,6890
1,1630.1,-39,26.5,727,1459,1,1.66,-0.12,11009,1,1.66,-0.12,11009
1,1625.2,-39,26.7,730,1452,1,1.66,-0.12,11009,1,1.66,-0.12,11009
1,1625.2,-39,26.7,730,1452,1,1.65,-0.12,11009,1,1.65,-0.12,11009
1,1618.0,-32,26.8,730,1444,1,1.65,-0.12,11009,1,1.65,-0.12,11009
1,1618.0,-32,26.8,730,1444,1,1.58,-0.17,15188,1,1.58,-0.17,15188
1,1611.3,-32,26.8,727,1438,1,1.58,-0.17,15188,1,1.58,-0.17,15188
1,1611.3,-32,26.8,727,1438,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1605.5,-24,26.6,720,1435,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1598.8,-16,26.3,709,1433,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1598.8,-16,26.3,709,1433,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1590.4,0,25.9,694,1431,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1590.4,0,25.9,694,1431,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1567.3,24,24.9,659,1422,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1567.3,24,24.9,659,1422,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1546.5,8,24.6,644,1406,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1546.5,8,24.6,644,1406,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1542.8,-32,24.7,644,1402,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1540.6,-24,24.7,643,1400,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1540.6,-24,24.7,643,1400,1,1.56,-0.17,15188,1,1.56,-0.17,15188
1,1531.5,-8,23.9,621,1400,1,1.51,-0.04,20269,1,1.51,-0.04,20269
1,1531.5,-8,23.9,621,1400,1,1.51,-0.04,20269,1,1.51,-0.04,20269
1,1529.1,0,23.7,615,1400,1,1.51,-0.03,42466,1,1.51,-0.03,42466
1,1529.1,0,23.7,615,1400,1,1.51,-0.03,42466,1,1.51,-0.03,42466
1,1527.8,0,23.4,607,1402,1,1.55,-0.01,2896,1,1.55,-0.01,2896
1,1527.8,0,23.4,607,1402,1,1.55,-0.01,2896,1,1.55,-0.01,2896
1,1525.5,0,23.1,599,1403,1,1.54,-0.01,6586,1,1.54,-0.01,6586
1,1523.4,0,23.0,596,1402,1,1.54,-0.01,6586,1,1.54,-0.01,6586
1,1523.4,0,23.0,596,1402,1,1.54,-0.01,10180,1,1.54,-0.01,10180
1,1523.4,8,23.0,596,1402,1,1.54,-0.01,10180,1,1.54,-0.01,10180
1,1523.4,8,23.0,596,1402,1,1.54,-0.01,10180,1,1.54,-0.01,10180
1,1525.4,0,22.9,594,1405,1,1.54,-0.01,10180,1,1.54,-0.01,10180
1,1533.5,0,23.8,619,1403,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1533.5,0,23.8,619,1403,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1531.4,-8,23.7,616,1402,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1531.4,-8,23.7,616,1402,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1528.8,-8,23.6,612,1401,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1528.8,-8,23.6,612,1401,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1526.3,-8,23.5,608,1400,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1524.9,0,23.3,602,1401,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1524.9,0,23.3,602,1401,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1524.3,0,23.0,596,1403,1,1.48,-0.19,26333,1,1.48,-0.19,26333
1,1517.2,-8,22.8,587,1399,1,1.62,-0.1,7880,1,1.62,-0.1,7880
1,1515.1,0,22.7,584,1398,1,1.62,-0.1,7880,1,1.62,-0.1,7880
1,1512.1,8,22.6,581,1396,1,1.61,-0.1,7880,1,1.61,-0.1,7880
1,1512.1,8,22.6,581,1396,1,1.61,-0.1,7880,1,1.61,-0.1,7880
1,1506.7,0,22.6,579,1391,1,1.66,-0.06,4869,1,1.66,-0.06,4869
1,1506.7,0,22.6,579,1391,1,1.66,-0.06,4869,1,1.66,-0.06,4869
1,1502.8,0,22.5,576,1388,1,1.62,-0.05,10132,1,1.62,-0.05,10132
1,1502.8,0,22.5,576,1388,1,1.62,-0.05,10132,1,1.62,-0.05,10132
1,1502.2,8,22.4,572,1389,1,1.59,-0.04,5981,1,1.59,-0.04,5981
1,1502.2,8,22.4,572,1389,1,1.59,-0.04,5981,1,1.59,-0.04,5981
1,1502.7,0,22.3,571,1390,1,1.58,-0.04,5981,1,1.58,-0.04,5981
1,1505.5,8,22.1,566,1395,1,1.58,-0.04,5981,1,1.58,-0.04,5981
1,1505.5,8,22.1,566,1395,1,1.57,-0.03,6921,1,1.57,-0.03,6921
1,1512.7,8,21.6,558,1406,1,1.57,-0.03,6921,1,1.57,-0.03,6921
1,1512.7,8,21.6,558,1406,1,1.56,-0.03,9133,1,1.56,-0.03,9133
1,1519.6,8,21.2,549,1417,1,1.56,-0.03,9133,1,1.56,-0.03,9133
1,1519.6,8,21.2,549,1417,1,1.55,-0.02,4360,1,1.55,-0.02,4360
1,1527.2,0,20.5,536,1430,1,1.55,-0.02,4360,1,1.55,-0.02,4360
1,2242.1,-16,3.0,117,2239,1,2.36,-0.01,21025,1,2.36,-0.01,21025
1,2242.1,-16,3.0,117,2239,1,2.36,-0.01,21025,1,2.36,-0.01,21025
1,2061.2,-16,3.6,131,2057,1,1.99,-0.11,10045,1,1.99,-0.11,10045
1,2038.4,-16,3.3,117,2035,1,1.99,-0.11,10045,1,1.99,-0.11,10045
1,2038.4,-16,3.3,117,2035,1,1.99,-0.07,10404,1,1.99,-0.07,10404
1,2016.6,-8,2.9,102,2014,1,1.99,-0.07,10404,1,1.99,-0.07,10404
1,2016.6,-8,2.9,102,2014,1,1.98,-0.07,10404,1,1.98,-0.07,10404
1,1995.5,-8,2.2,77,1994,1,1.98,-0.07,10404,1,1.98,-0.07,10404
1,1976.5,0,1.2,43,1976,1,1.95,-0.06,14093,1,1.95,-0.06,14093
1,1976.5,0,1.2,43,1976,1,1.95,-0.06,14093,1,1.95,-0.06,14093
1,1947.0,0,-0.1,-4,1947,1,1.96,-0.04,11250,1,1.96,-0.04,11250
1,1947.0,0,-0.1,-4,1947,1,1.96,-0.04,11250,1,1.96,-0.04,11250
1,1910.1,0,0.4,14,1910,1,1.96,-0.04,11250,1,1.96,-0.04,11250
1,1910.1,0,0.4,14,1910,1,1.96,-0.04,11250,1,1.96,-0.04,11250
1,1898.1,8,0.7,22,1898,1,1.93,-0.03,17714,1,1.93,-0.03,17714
1,1890.3,8,1.1,36,1890,1,1.93,-0.03,17714,1,1.93,-0.03,17714
1,2161.4,-8,4.1,153,2156,1,2.39,-0.01,33185,1,2.39,-0.01,33185
1,2161.4,-8,4.1,153,2156,1,2.39,-0.01,33185,1,2.39,-0.01,33185
1,2162.7,-39,4.2,157,2157,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2162.7,-39,4.2,157,2157,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2163.0,-48,4.3,161,2157,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2163.0,-48,4.3,161,2157,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2162.2,-64,4.3,164,2156,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2162.2,-64,4.3,164,2156,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2157.5,-79,4.4,167,2151,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2147.5,-72,4.5,167,2141,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2147.5,-72,4.5,167,2141,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2138.3,-39,4.4,164,2132,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2138.3,-39,4.4,164,2132,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2126.0,-16,4.3,160,2120,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2126.0,-16,4.3,160,2120,1,2.38,-0.01,33185,1,2.38,-0.01,33185
1,2063.7,-16,4.6,166,2057,1,1.98,-0.21,16645,1,1.98,-0.21,16645
1,2056.9,-8,4.7,168,2050,1,1.98,-0.21,16645,1,1.98,-0.21,16645
1,2056.9,-8,4.7,168,2050,1,1.97,-0.2,18005,1,1.97,-0.2,18005
1,2049.1,-8,4.8,171,2042,1,1.97,-0.2,18005,1,1.97,-0.2,18005
1,2049.1,-8,4.8,171,2042,1,1.95,-0.2,18005,1,1.95,-0.2,18005
1,2040.1,-8,4.8,170,2033,1,1.95,-0.2,18005,1,1.95,-0.2,18005
1,2031.5,0,4.6,163,2025,1,1.95,-0.2,18005,1,1.95,-0.2,18005
1,2031.5,0,4.6,163,2025,1,1.95,-0.2,18005,1,1.95,-0.2,18005
1,2020.1,0,4.5,157,2014,1,1.95,-0.2,18005,1,1.95,-0.2,18005
1,2020.1,0,4.5,157,2014,1,1.95,-0.2,18005,1,1.95,-0.2,18005
1,1939.5,0,1.3,45,1939,1,-141.36,-141.36,51400,1,-141.36,-141.36,51400
1,1917.5,0,1.3,44,1917,1,-138.79,-138.79,51657,1,-138.79,-138.79,51657
1,1869.8,8,3.6,119,1866,1,-107.95,-107.95,54741,1,-107.95,-107.95,54741
1,1872.7,0,3.6,117,1869,1,-107.95,-107.95,54741,1,-107.95,-107.95,54741
1,1876.3,24,3.4,111,1873,1,-107.95,-107.95,54741,1,-107.95,-107.95,54741
1,1876.3,24,3.4,111,1873,1,-107.95,-107.95,54741,1,-107.95,-107.95,54741
1,1876.8,-8,3.1,103,1874,1,-107.95,-107.95,54741,1,-107.95,-107.95,54741
1,2158.6,-64,8.7,325,2134,1,2.5,-0.03,21281,1,2.5,-0.03,21281
1,2158.6,-64,8.7,325,2134,1,2.5,-0.03,21281,1,2.5,-0.03,21281
1,2159.1,-48,8.0,301,2138,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2158.7,8,7.7,291,2139,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2158.7,8,7.7,291,2139,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2154.0,-64,6.8,254,2139,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2154.0,-64,6.8,254,2139,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2143.7,-79,6.0,224,2132,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2143.7,-79,6.0,224,2132,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2134.4,-64,5.6,210,2124,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2134.4,-64,5.6,210,2124,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2119.9,-56,6.1,224,2108,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2106.0,-32,6.6,242,2092,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2106.0,-32,6.6,242,2092,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,2083.1,-8,6.7,242,2069,1,2.49,-0.03,21281,1,2.49,-0.03,21281
1,1997.9,-8,4.4,153,1992,1,1.99,-0.1,9521,1,1.99,-0.1,9521
1,1984.1,0,4.5,156,1978,1,1.99,-0.1,9521,1,1.99,-0.1,9521
1,1974.7,-8,4.4,150,1969,1,1.99,-0.07,2932,1,1.99,-0.07,2932
1,1974.7,-8,4.4,150,1969,1,1.99,-0.07,2932,1,1.99,-0.07,2932
1,1963.7,-8,4.4,150,1958,1,1.99,-0.05,20866,1,1.99,-0.05,20866
1,1963.7,-8,4.4,150,1958,1,1.99,-0.05,20866,1,1.99,-0.05,20866
1,1952.7,0,4.4,149,1947,1,1.99,-0.04,46100,1,1.99,-0.04,46100
1,1952.7,0,4.4,149,1947,1,1.99,-0.04,46100,1,1.99,-0.04,46100
1,1940.7,0,4.4,149,1935,1,1.98,-0.04,46100,1,1.98,-0.04,46100
1,1940.7,0,4.4,149,1935,1,1.98,-0.04,46100,1,1.98,-0.04,46100
1,1929.8,0,4.4,149,1924,1,1.98,-0.02,8676,1,1.98,-0.02,8676
1,1919.8,0,4.5,149,1914,1,1.98,-0.02,8676,1,1.98,-0.02,8676
1,1919.8,0,4.5,149,1914,1,1.99,-0.02,21380,1,1.99,-0.02,21380
1,1906.9,0,4.1,137,1902,1,1.99,-0.02,21380,1,1.99,-0.02,21380
1,1906.9,0,4.1,137,1902,1,1.99,-0.01,6145,1,1.99,-0.01,6145
1,1901.0,0,3.2,107,1898,1,1.99,-0.01,6145,1,1.99,-0.01,6145
1,1901.0,0,3.2,107,1898,1,1.99,-0.01,6344,1,1.99,-0.01,6344
1,1899.3,0,2.1,69,1898,1,1.99,-0.01,6344,1,1.99,-0.01,6344
1,1986.7,0,8.3,286,1966,1,3.11,-0.05,980,1,3.11,-0.05,980
1,1858.8,0,14.1,452,1803,1,2.89,-0.06,6805,1,2.89,-0.06,6805
1,1810.2,0,16.8,523,1733,1,2.89,-0.06,6805,1,2.89,-0.06,6805
1,1810.2,0,16.8,523,1733,1,2.73,-0.2,33989,1,2.73,-0.2,33989
1,1769.2,0,19.4,587,1669,1,2.73,-0.2,33989,1,2.73,-0.2,33989
1,1759.6,-8,20.1,606,1652,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1759.6,-8,20.1,606,1652,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1767.2,-64,19.7,595,1664,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1767.2,-64,19.7,595,1664,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1777.9,-64,19.0,579,1681,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1777.9,-64,19.0,579,1681,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1786.1,-79,18.5,566,1694,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1786.1,-79,18.5,566,1694,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1792.5,-79,17.9,550,1706,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1796.5,-56,17.3,535,1715,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1796.5,-56,17.3,535,1715,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1798.3,-48,16.6,515,1723,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1798.3,-48,16.6,515,1723,1,2.71,-0.2,33989,1,2.71,-0.2,33989
1,1809.3,0,13.9,436,1756,1,1.98,-0.23,20546,1,1.98,-0.23,20546
1,1809.3,0,13.9,436,1756,1,1.98,-0.23,20546,1,1.98,-0.23,20546
1,1813.3,-8,13.5,424,1763,1,1.96,-0.23,20546,1,1.96,-0.23,20546
1,1813.9,-8,13.1,410,1767,1,1.96,-0.23,20546,1,1.96,-0.23,20546
1,1813.9,-8,13.1,410,1767,1,1.97,-0.14,9189,1,1.97,-0.14,9189
1,1811.5,0,12.4,390,1769,1,1.97,-0.14,9189,1,1.97,-0.14,9189
1,1811.5,0,12.4,390,1769,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1810.0,0,11.8,369,1772,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1810.0,0,11.8,369,1772,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1808.6,0,11.2,352,1774,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1808.6,0,11.2,352,1774,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1807.1,0,10.8,339,1775,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1804.7,0,10.4,326,1775,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,1804.7,0,10.4,326,1775,1,1.95,-0.14,9189,1,1.95,-0.14,9189
1,2087.2,-16,2.6,95,2085,1,1.98,-0.18,28249,1,1.98,-0.18,28249
1,2078.1,-16,2.6,94,2076,1,1.98,-0.18,28249,1,1.98,-0.18,28249
1,2070.0,-8,2.5,91,2068,1,1.98,-0.12,43636,1,1.98,-0.12,43636
1,2070.0,-8,2.5,91,2068,1,1.98,-0.12,43636,1,1.98,-0.12,43636
1,2063.9,-8,2.4,88,2062,1,1.98,-0.09,18338,1,1.98,-0.09,18338
1,2063.9,-8,2.4,88,2062,1,1.98,-0.09,18338,1,1.98,-0.09,18338
1,2055.9,0,2.5,89,2054,1,1.98,-0.06,17173,1,1.98,-0.06,17173
1,2055.9,0,2.5,89,2054,1,1.98,-0.06,17173,1,1.98,-0.06,17173
1,2046.8,0,2.4,85,2045,1,1.98,-0.05,9277,1,1.98,-0.05,9277
1,2046.8,0,2.4,85,2045,1,1.98,-0.05,9277,1,1.98,-0.05,9277
1,2039.4,0,2.1,75,2038,1,1.98,-0.04,13345,1,1.98,-0.04,13345
1,2032.0,0,1.8,63,2031,1,1.98,-0.04,13345,1,1.98,-0.04,13345
1,2032.0,0,1.8,63,2031,1,1.98,-0.04,13345,1,1.98,-0.04,13345
1,2024.7,0,1.5,54,2024,1,1.98,-0.03,1417,1,1.98,-0.03,1417
1,2024.7,0,1.5,54,2024,1,1.98,-0.03,1417,1,1.98,-0.03,1417
1,2018.5,0,1.3,46,2018,1,1.98,-0.03,1417,1,1.98,-0.03,1417
1,2018.5,0,1.3,46,2018,1,1.98,-0.02,6370,1,1.98,-0.02,6370
1,2011.3,0,1.1,37,2011,1,1.98,-0.02,6370,1,1.98,-0.02,6370
1,2044.5,-8,22.1,770,1894,1,1.99,-0.1,5185,1,1.99,-0.1,5185
1,2039.3,-8,21.9,761,1892,1,1.99,-0.06,8957,1,1.99,-0.06,8957
1,2032.3,0,21.7,752,1888,1,1.95,-0.05,3106,1,1.95,-0.05,3106
1,2025.6,0,21.5,744,1884,1,1.95,-0.05,3106,1,1.95,-0.05,3106
1,2018.9,0,21.4,736,1880,1,1.96,-0.03,5266,1,1.96,-0.03,5266
1,2018.9,0,21.4,736,1880,1,1.96,-0.03,5266,1,1.96,-0.03,5266
1,2012.1,0,21.3,730,1875,1,1.96,-0.03,6994,1,1.96,-0.03,6994
1,2005.8,0,21.1,723,1871,1,1.96,-0.03,6994,1,1.96,-0.03,6994
1,2005.8,0,21.1,723,1871,1,-151.64,-151.64,50372,1,-151.64,-151.64,50372
1,1999.9,0,21.0,717,1867,1,1.97,-0.01,19682,1,1.97,-0.01,19682
1,1999.9,0,21.0,717,1867,1,1.97,-0.01,65535,1,1.97,-0.01,65535
1,1986.2,32,20.7,702,1858,1,-71.97,-71.97,58339,1,-71.97,-71.97,58339
1,1997.6,56,20.2,689,1875,1,-77.11,-77.11,57825,1,-77.11,-77.11,57825
1,2143.4,-64,23.3,847,1969,1,3.01,-0.06,3698,1,3.01,-0.06,3698
1,2127.8,-64,22.7,821,1963,1,3.01,-0.06,3698,1,3.01,-0.06,3698
1,2127.8,-64,22.7,821,1963,1,3.17,-0.08,410,1,3.17,-0.08,410
1,2089.0,-39,22.3,792,1933,1,3.17,-0.08,410,1,3.17,-0.08,410
1,2042.5,-48,21.9,762,1895,1,2.84,-0.25,8776,1,2.84,-0.25,8776
